2026-04-22T15:20:31 | LOOKUP | {'key': 'video.mp4', 'path': [15, 37, 42], 'hop_count': 3}
2026-04-22T15:20:31 | LOOKUP | {'key': 'music.mp3', 'path': [15, 30], 'hop_count': 2}
2026-04-22T15:20:31 | LOOKUP | {'key': 'doc.pdf', 'path': [15, 30], 'hop_count': 2}
2026-04-22T15:20:31 | LOOKUP | {'key': 'data.csv', 'path': [15, 49], 'hop_count': 2}
2026-04-22T15:20:31 | LOOKUP | {'key': 'index.html', 'path': [15, 30], 'hop_count': 2}
2026-04-22T15:20:31 | LOOKUP | {'key': 'app.py', 'path': [15, 49], 'hop_count': 2}
2026-04-22T15:20:31 | LOOKUP | {'key': 'readme.md', 'path': [15, 37], 'hop_count': 2}
2026-04-22T15:20:31 | LOOKUP | {'key': 'config.json', 'path': [15], 'hop_count': 1}
2026-04-22T15:20:31 | LEAVE | {'node_id': 5}
2026-04-22T15:23:48 | JOIN | {'node_id': 49}
2026-04-22T15:23:48 | JOIN | {'node_id': 30}
2026-04-22T15:23:48 | JOIN | {'node_id': 15}
2026-04-22T15:23:48 | JOIN | {'node_id': 37}
2026-04-22T15:23:48 | JOIN | {'node_id': 42}
2026-04-22T15:23:48 | INSERT | {'key': 'file1.txt', 'node_id': 49}
2026-04-22T15:23:48 | INSERT | {'key': 'photo.jpg', 'node_id': 30}
2026-04-22T15:23:48 | INSERT | {'key': 'video.mp4', 'node_id': 49}
2026-04-22T15:23:48 | INSERT | {'key': 'music.mp3', 'node_id': 37}
2026-04-22T15:23:48 | INSERT | {'key': 'doc.pdf', 'node_id': 37}
2026-04-22T15:23:48 | INSERT | {'key': 'data.csv', 'node_id': 15}
2026-04-22T15:23:48 | INSERT | {'key': 'index.html', 'node_id': 37}
2026-04-22T15:23:48 | INSERT | {'key': 'app.py', 'node_id': 15}
2026-04-22T15:23:48 | INSERT | {'key': 'readme.md', 'node_id': 42}
2026-04-22T15:23:48 | INSERT | {'key': 'config.json', 'node_id': 30}
